site,latitude,longitude,station_code,date_sampled,sitetype,WBID,"2, 4-D",Aceta,Alkalinity,ATEMP,BacR,Bentazon,Carbamazepine,CHLa_C,CHLa_UnC,CHLb_Tri_N,CHLc_Tri_N,DG3,Diuron,DO,DO_p,DTKN,ENTERO,FECCOL,Fenuron,Fluoride,Fluridone,GFD,GULL2,HF183,Hydrocodone,Ibuprofen,Imazapyr,Imidacloprid,Linuron,MCPP,Naproxen,NH4_N,NO23F,OD664b/OD665a,pH,PHEA,Primidone,Pyraclostrobin,SALT,SECCHI,SpCond,Sucra,TKN,TN,TP,Triclopyr,TSS,Turbidity,W-BR-IC,W-CL-IC,W-COLOR,W-F,W-SO4-IC,W-TDS,W-TOC,WDEPTH,WIND_D,WIND_S,WTEM
Micklers,30.16073611,-81.36027778,GTMMKNUT,2017-07-20 12:05:00,WaterControl,Lake, , , ,30, , , ,2.8,4.1,1,1, , ,1.62, , ,67,86, , , , , , , , , , , , , , ,0.01,1.41,7.5,2, , ,0.46, ,948, ,1.11,1.12,0.0425, , , , , , , , , , , , ,1.8,29.4
Micklers,30.16073611,-81.36027778,GTMMKNUT,2017-08-03 11:24:00,WaterControl,Lake, , , ,31.2777777777778, , , ,3.8,4.2,1.3,1.3, , ,37.22, , ,110,180, , , , , , , , , , , , , , ,0.01,1.62,7.53,1.3, , ,0.34, ,708, ,1.08,1.08,0.0827, , , , , , , , , , , , ,7.60546,26.9
Micklers,30.16073611,-81.36027778,GTMMKNUT,2017-09-20 09:06:00,WaterControl,Lake, , , ,25.5555555555556, , , ,13.7,14.3,2.9,2.9, , ,0.24,2.96, ,59,490, , , , , , , , , , , , , , ,0.01,1.69,6.38,2.9, , ,0.32,0.723,666, ,1.42,1.42,0.242, , , , , , , , , , , , ,1.34214,26.1
Micklers,30.16073611,-81.36027778,GTMMKNUT,2017-10-18 12:52:00,WaterControl,Lake, , , ,28.8333333333333, , , ,10.1,12.2,2,2, , ,5.16,61, ,10,120, , , , , , , , , , , , , , ,0.015,1.55,8.42,2.8, , ,0.34, ,693, ,1.15,1.16,0.148, , , , , , , , , , , , ,4.4738,22.9
Micklers,30.16073611,-81.36027778,GTMMKNUT,2017-11-02 13:11:00,WaterControl,Lake, , , ,27.2, , , ,5.8,7.6,1.2,1.2, , ,4.02,43, ,10,10, , , , , , , , , , , , , , ,0.013,1.49,8.19,2.5, , ,0.37, ,752, ,0.96,0.97,0.076, , , , , , , , , , , , ,1.5,19.4
Micklers,30.16073611,-81.36027778,GTMMKNUT,2017-12-13 15:15:00,WaterControl,Lake, , , ,24.5555555555556, , , ,2.3,3.5,2.3,2.3, , ,10.32,95.67,0.71,10,26, , , , , , , , , , , , , ,0.012,0.028,1.39,8.11,2.3, , ,0.34, ,689, ,0.9,0.93,0.0725, , , , , , , , , , , , ,2.2369,12.3
Micklers,30.16073611,-81.36027778,GTMMKNUT,2018-01-17 13:46:00,WaterControl,Lake, , , ,17, , , ,1.6,1.6,1.1,1.1, , ,10.61,97.3,0.98,10,2, , , , , , , , , , , , , ,0.038,0.033,1.73,7.9,1.1, , ,0.39, ,798, ,1.25,1.28,0.111, , , , , , , , , , , , ,11.1845,11.7
Micklers,30.16073611,-81.36027778,GTMMKNUT,2018-02-14 11:38:00,WaterControl,Lake, , , ,15, , , ,6.1,8.6,2.5,2.5, , ,7.48,75.5,0.97,10,22, , , , , , , , , , , , , ,0.087,0.055,1.44,7.58,3.6, , ,0.33, ,678, ,0.92,0.97,0.179, , , , , , , , , , , , ,6.7107,15.2
Micklers,30.16073611,-81.36027778,GTMMKNUT,2018-03-28 12:10:00,WaterControl,Lake, , , ,27.2, , , ,8.7,14.1,1.5,1.5, , ,5.05,56.3,1.3,10,10, , , , , , , , , , , , , ,0.068,0.015,1.36,7.95,8.4, , ,0.43, ,865, ,1.18,1.19,0.167, , , , , , , , , , , , ,1.2,19.9
Micklers,30.16073611,-81.36027778,GTMMKNUT,2018-04-24 10:56:00,WaterControl,Lake, , , ,22.9, , , ,3.2,5,1.1,1.1, , ,5.36,62.1,1.07,20,20, , , , , , , , , , , , , ,0.044,0.014,1.38,7.43,2.7, , ,0.33, ,676, ,0.9,0.91,0.165, , , , , , , , , , , , ,0.9,21.8
Micklers,30.16073611,-81.36027778,GTMMKNUT,2018-05-30 14:30:00,WaterControl,Lake, , , ,25.2, , , ,2.4,3,2,2, , ,6.02,75.4,0.87,10,5, , , , , , , , , , , , , ,0.148,0.01,1.52,7.36,2, , ,0.35, ,718, ,0.99,1,0.095, , , , , , , , , , , , ,1.1,26.7
Micklers,30.16073611,-81.36027778,GTMMKNUT,2018-06-11 11:47:00,WaterControl,Lake, , , ,30.5, , , ,2.1,2.6,2,2, , ,6.31,80.1,0.92,10,10, , , , , , , , , , , , , ,0.027,0.01,1.51,7.47,2, , ,0.36, ,745, ,0.87,0.87,0.0896, , , , , , , , , , , , ,0.3,27.1
Micklers,30.16073611,-81.36027778,GTMMKNUT,2018-07-11 15:20:00,WaterControl,Lake, , , ,31.6, , , ,2.5,3.7,1.1,1.1, , ,8.8,120.7,0.96,10,10, , , , , , , , , , , , , ,0.024,0.01,1.41,7.85,1.8, , ,0.38, ,780, ,2.33,2.33,0.035, , , , , , , , , , ,1.03048780487805, ,1.5,31.1
Micklers,30.16073611,-81.36027778,GTMMKNUT,2018-08-08 12:41:00,WaterControl,Lake, , , ,32.4, , , ,3.8,4.4,2,2, , ,4.58,61.7,1.38,63,10, , , , , , , , , , , , , ,0.027,0.01,1.59,7.22,2, , ,0.37, ,759, ,0.99,1,0.078, , , , , , , , , , ,0.914634146341463, ,0.8,31
Micklers,30.16073611,-81.36027778,GTMMKNUT,2018-09-06 14:57:00,WaterControl,Lake, , , ,29.3, , , ,3.1,5.7,2.5,4.1, , ,5.31,70.1,0.71,41,40, , , , , , , , , , , , , ,0.041,0.01,1.28,7.27,4.6, , ,0.3, ,620, ,0.86,0.86,0.0625, , , , , , , , , , ,1.1280487804878, ,2.5,29.9
Micklers,30.16073611,-81.36027778,GTMMKNUT,2018-10-22 13:55:00,WaterControl,Lake, , , ,25.7, , , ,3,3.3,2.3,2.3, , ,3.08,35.1,1.08,20,10, , , , , , , , , , , , , ,0.06,0.015,1.6,7.19,2.3, , ,0.38, ,784, ,1.03,1.04,0.0281, , , , , , , , , , ,1.03658536585366, ,1.6,21.2
Micklers,30.16073611,-81.36027778,GTMMKNUT,2018-11-07 13:39:00,WaterControl,Lake, , , ,26.8, , , ,2.3,2.6,2.3,2.3, , ,2.2,26,1.14,10,70, , , , , , , , , , , , , ,0.077,0.014,1.42,7.38,2.3, , ,0.41, ,836, ,0.92,0.93,0.0558, , , , , , , , , , ,1.00609756097561, ,1.5,23.9
Micklers,30.16073611,-81.36027778,GTMMKNUT,2018-12-05 14:22:00,WaterControl,Lake, , , ,13.4, , , , , , , , , ,6.2,61.2, , , , , , , , , , , , , , , , , , , ,7.14, , , ,0.32, ,663, , , , , , , , , , , , , , ,4.8, ,2.8,14.9
Micklers,30.16073611,-81.36027778,GTMMKNUT,2019-01-22 15:15:00,WaterControl,Lake, , , ,18.61111, , , ,2,2,2,2, , ,12.05,117,0.87,10,18, , , , , , , , , , , , , ,0.047,0.01,1.43,7.87,2, , ,0.36, ,738, ,0.88,0.88,0.0579, , , , , , , , , , ,1.3716, ,0.89408,13.9
Micklers,30.16073611,-81.36027778,GTMMKNUT,2019-02-04 16:10:00,WaterControl,Lake, , , ,15.5, , , , , , , , , ,8.67,88.6, , , , , , , , , , , , , , , , , , , ,7.3, , , ,0.32, ,648, , , , , , , , , , , , , , ,1.03632, ,0.5,16.3
Micklers,30.16073611,-81.36027778,GTMMKNUT,2019-03-04 13:50:00,WaterControl,Lake, , , ,20.6111111111111, , , ,3.7,5.5,2,2, , ,8.35,93.3,0.49,10,10, , , , , , , , , , , , , ,0.051,0.01,1.41,7.57,2.6, , ,0.33, ,686, ,0.85,0.86,0.109, , , , , , , , , , ,0.945121951219512, ,2.14573088958426,21.8
Micklers,30.16073611,-81.36027778,GTMMKNUT,2019-04-02 14:37:00,WaterControl,Lake, , , ,19.5, , , ,2.3,3.8,10,1.1, , ,9.41,99.7,0.91,10,10, , , , , , , , , , , , , ,0.035,0.01,1.33,7.51,2.5, , ,0.45, ,926, ,0.82,0.83,0.128, , , , , , , , , , ,0.823170731707317, ,1.5,18.2
Micklers,30.16073611,-81.36027778,GTMMKNUT,2019-05-02 14:20:00,WaterControl,Lake, , , ,30.9444444444444, , , ,2,3,3,4.2, , ,5.61,70.7,1.01,10,9, , , , , , , , , , , , , ,0.17,0.015,1.29,7.73,2.4, , ,0.32, ,664, ,0.89,0.91,0.0703, , , , , , , , , , ,0.945121951219512, ,1.25167635225749,27
FDEP Lake 1,30.1504,-81.3604,GTMGL1NUT,2018-07-11 12:50:00,OpenWater,Lake, , ,130,32.4, , , ,4.5,5.8, , , , ,8.89,123.3,1.1,340,10, ,0.24, , , , , , , , , , , ,0.013,0.004, ,8.11,1.9, , ,0.39, ,807, ,1.1, ,0.056, ,2,1.1, , , , , , ,24,0.106707317073171, ,1.5,31.5
FDEP Lake 1,30.1504,-81.3604,GTMGL1NUT,2018-08-08 10:23:00,OpenWater,Lake, , , ,30.4, , , ,6.1,6.6,1.4,1.4, , ,4.66,62,1.06,2600,30, , , , , , , , , , , , , ,0.039,0.012,1.65,7.57,1.4, , ,0.37, ,755, ,0.52,0.53,0.052, , , , , , , , , , ,0.49, ,1.2,29.1
FDEP Lake 1,30.1504,-81.3604,GTMGL1NUT,2018-09-06 11:32:00,OpenWater,Lake,0.14,0.008,117,29.3,1500,0.12,0.00097,5.6,6.4, , ,1300,0.019,2.54,32.7,1,31,40,0.016,0.2,0.11,170,8400,140,8e-04,0.02,0.12,0.0071,0.004,0.002,0.008,0.036,0.004, ,7.37,0.88,0.004,0.002,0.34, ,696,1.6,1.1, ,0.1,0.004,3,1.5, , , , , , ,20,0.3, ,3.3,28.4
FDEP Lake 1,30.1504,-81.3604,GTMGL1NUT,2018-10-22 11:50:00,OpenWater,Lake, , , ,25.4, , , ,3.3,4.3,1,1, , ,3.9,44.3,1.25,95,30, , , , , , , , , , , , , ,0.06,0.011,1.5,7.4,1.3, , ,0.42, ,846, ,0.94,0.95,0.005, , , , , , , , , , ,0.45, ,3.3,21.3
FDEP Lake 1,30.1504,-81.3604,GTMGL1NUT,2018-11-07 12:03:00,OpenWater,Lake, , , ,25.9, , , ,3.8,5,2.5,2.5, , ,5.34,64.3,1.12,10,370, , , , , , , , , , , , , ,0.079,0.01,1.48,7.8,2.5, , ,0.44, ,906, ,1.16,1.16,0.0709, , , , , , , , , , ,0.31, ,2,24.7
FDEP Lake 1,30.1504,-81.3604,GTMGL1NUT,2018-12-05 11:57:00,OpenWater,Lake, , ,116,12, , , ,1.4,1.8, , , , ,0.24,62,0.81,41,36, , , , , , , , , , , , , ,0.007,0.004, ,7.25,0.6, , ,0.35, ,705, ,0.77, ,0.07, ,2,0.65, ,100,79,0.19,53,442,19,0.21336, ,3.5,14.8
FDEP Lake 1,30.1504,-81.3604,GTMGL1NUT,2019-01-22 13:25:00,OpenWater,Lake, , , ,17.27778, , , ,2.3,2.3,2.3,2.3, , ,10.73,104.7,0.94,10,18, , , , , , , , , , , , , ,0.044,0.01,1.59,8.8,2.3, , ,0.39, ,7.94, ,1.15,1.15,0.0751, , , , , , , , , , ,0.5, ,1.96698,14.2
FDEP Lake 1,30.1504,-81.3604,GTMGL1NUT,2019-02-04 12:53:00,OpenWater,Lake,0.0096,0.008,119,14, ,0.075,0.00096, , , , , ,0.0028,7.32,73.3,0.83, , ,0.016,0.18,0.065, , , ,0.002,0.02,0.067,0.0097,0.004,0.002,0.008,0.018,0.005, ,7.38, ,0.0063,0.002,0.33, ,682,2.1,0.73, ,0.092,0.004,2,0.7, , , , , , ,16,0.4, ,3.5,15.2
FDEP Lake 1,30.1504,-81.3604,GTMGL1NUT,2019-03-04 11:40:00,OpenWater,Lake, , , , , , , , , , , , , , , , ,10,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
FDEP Lake 1,30.1504,-81.3604,GTMGL1NUT,2019-03-04 12:03:00,OpenWater,Lake, , , ,20.7777777777778, , , ,2.4,3.9,2,2, , ,7.5,84.8,0.79, , , , , , , , , , , , , , , ,0.035,0.01,1.35,7.53,2.3, , ,0.35, ,720, ,0.5,0.5,0.106, , , , , , , , , , ,0.56, ,2.95037997317836,21.3
FDEP Lake 1,30.1504,-81.3604,GTMGL1NUT,2019-04-02 12:36:00,OpenWater,Lake, , , ,14.4, , , ,4,4,4,4, , ,5.39,62.5,0.87,10,9, , , , , , , , , , , , , ,0.024,0.01,1.48,7.5,4, , ,0.51, ,1036, ,0.97,0.97,0.141, , , , , , , , , , ,0.35, ,2.5,17.7
FDEP Lake 1,30.1504,-81.3604,GTMGL1NUT,2019-05-02 12:14:00,OpenWater,Lake, , ,117,26.1111111111111, , , ,5.4,6.2, , , , ,9.72,120,0.49,1,18, ,0.2, , , , , , , , , , , ,0.03,0.004, ,8.24,2.1, , ,0.36, ,739, ,0.69, ,0.069, ,2,0.8,0.27, , , , , ,7,0.45, ,2.86097451944569,27.8
FDEP Lake 2,30.1161,-81.3511,GTMGL2NUT,2018-07-11 12:22:00,OpenWater,Lake, , ,134,32, , , ,76,82, , , , ,7.21,98.1,2,330,10, ,0.27, , , , , , , , , , , ,0.02,0.004, ,7.97,5.1, , ,1.11,0.6,2198, ,2, ,0.17, ,26,15, , , , , , ,30,0.65, ,0.8,30.8
