site,latitude,longitude,station_code,date_sampled,sitetype,WBID,"2, 4-D",Aceta,Alkalinity,ATEMP,BacR,Bentazon,Carbamazepine,CHLa_C,CHLa_UnC,CHLb_Tri_N,CHLc_Tri_N,DG3,Diuron,DO,DO_p,DTKN,ENTERO,FECCOL,Fenuron,Fluoride,Fluridone,GFD,GULL2,HF183,Hydrocodone,Ibuprofen,Imazapyr,Imidacloprid,Linuron,MCPP,Naproxen,NH4_N,NO23F,OD664b/OD665a,pH,PHEA,Primidone,Pyraclostrobin,SALT,SECCHI,SpCond,Sucra,TKN,TN,TP,Triclopyr,TSS,Turbidity,W-BR-IC,W-CL-IC,W-COLOR,W-F,W-SO4-IC,W-TDS,W-TOC,WDEPTH,WIND_D,WIND_S,WTEM
River North,30.022421,-81.327722,GTMRNNUT,2017-10-18 11:18:00,WaterControl,River, , , ,29.4444444444444, , , ,7.7,8.9,4,4, , ,6.4,86.5, ,30,200, , , , , , , , , , , , , , ,0.038,1.6,7.12,4, , ,19.13,0.5,30657, ,1.44,1.48,0.0676, , , , , , , , , , , , ,23.48745,24
River North,30.022421,-81.327722,GTMRNNUT,2017-11-02 11:40:00,WaterControl,River, , , ,27.2222222222222, , , ,13.5,16.2,3.5,3.5, , ,5.51,61.06, ,10,84, , , , , , , , , , , , , , ,0.044,1.55,7.54,3.5, , ,13.4,0.43,2213, ,0.97,1.01,0.11, , , , , , , , , , , , ,12.97402,20.9
River North,30.022421,-81.327722,GTMRNNUT,2017-12-13 12:52:00,WaterControl,River, , , ,19.2222222222222, , , ,16.6,18.5,4,4, , ,11.58,107.42,0.69,10,6, , , , , , , , , , , , , ,0.014,0.01,1.62,7.33,4, , ,10.06,0.382,17071, ,1.08,1.09,0.0643, , , , , , , , , , , , ,2.68428,12.4
River North,30.022421,-81.327722,GTMRNNUT,2018-01-17 10:51:00,WaterControl,River, , , ,15.0555555555556, , , ,4.2,4.3,2,2, , ,7.01,74.9,0.47,20,14, , , , , , , , , , , , , ,0.044,0.049,1.71,7.1,2, , ,23.32,1.2,36902, ,0.56,0.58,0.0527, , , , , , , , , , , , ,13.4214,11.7
River North,30.022421,-81.327722,GTMRNNUT,2018-02-14 09:21:00,WaterControl,River, , , ,15.3333333333333, , , ,8.4,9.8,2,2, , ,7.18,83.9,1.05,85,42, , , , , , , , , , , , , ,0.103,0.037,1.58,6.93,2, , ,19.54,0.8,31330, ,0.78,0.81,0.0617, , , , , , , , , , , , ,18.56627,16.9
River North,30.022421,-81.327722,GTMRNNUT,2018-03-28 08:50:00,WaterControl,River, , , ,19.4, , , ,5.2,6.8,2,2, , ,5.56,72.9,0.7,10,2, , , , , , , , , , , , , ,0.07,0.053,1.48,7.22,2.5, , ,28.76,0.7,44437, ,0.84,0.89,0.0558, , , , , , , , , , ,1.55487804878049, ,0.5,20.4
River North,30.022421,-81.327722,GTMRNNUT,2018-04-24 08:03:00,WaterControl,River, , , ,19.5, , , ,7.6,9.4,2,2, , ,4.81,64.4,0.57,73,50, , , , , , , , , , , , , ,0.143,0.04,1.53,6.87,2.5, , ,25.21,0.8,39521, ,0.55,0.59,0.0592, , , , , , , , , , ,1.06707317073171, ,2,22
River North,30.022421,-81.327722,GTMRNNUT,2018-05-30 11:28:00,WaterControl,River, , , ,26.8, , , ,58.5,62.7,3.4,9.8, , ,5.51,82.2,0.5,10,20, , , , , , , , , , , , , ,0.029,0.045,1.66,7.73,3.4, , ,30.76,0.8,47367, ,1.22,1.27,0.0839, , , , , , , , , , ,1.21951219512195, ,2.1,27
River North,30.022421,-81.327722,GTMRNNUT,2018-06-11 09:30:00,WaterControl,River, , , ,26.7, , , ,17.9,21.1,2,3.4, , ,2.59,38,1.04,10,20, , , , , , , , , , , , , ,0.168,0.036,1.57,7.43,4.2, , ,24.34,0.5,38399, ,1.03,1.06,0.151, , , , , , , , , , ,1.09756097560976, ,2,27.3
River North,30.022421,-81.327722,GTMRNNUT,2018-07-11 10:20:00,WaterControl,River, , , ,29.4, , , ,16.1,18.4,2,3.3, , ,3.4,49.7,0.89,20,10, , , , , , , , , , , , , ,0.08,0.057,1.59,7.12,2.9, , ,19.55,1.1,31506, ,1.16,1.19,0.0944, , , , , , , , , , ,1.00609756097561, ,2.1,29.6
River North,30.022421,-81.327722,GTMRNNUT,2018-08-08 08:29:00,WaterControl,River, , , ,28.9, , , ,12,14.9,1.9,2.4, , ,3.35,47.8,1.71,10,80, , , , , , , , , , , , , ,0.081,0.05,1.52,7.49,4.1, , ,15.97,0.6,26065, ,1.41,1.43,0.0878, , , , , , , , , , ,0.945121951219512, ,0.8,29.5
River North,30.022421,-81.327722,GTMRNNUT,2018-09-06 08:51:00,WaterControl,River, , , ,29.1, , , ,26,30.9,2.3,5, , ,2.73,39.6,1.09,10,30, , , , , , , , , , , , , ,0.161,0.051,1.56,7.26,6.5, , ,21.05,0.5,33773, ,1.37,1.42,0.145, , , , , , , , , , ,1.1890243902439, ,1,28.5
River North,30.022421,-81.327722,GTMRNNUT,2018-10-22 09:46:00,WaterControl,River, , , ,24.2, , , ,10.7,12.4,2,2, , ,5,67.5,0.99,10,40, , , , , , , , , , , , , ,0.104,0.014,1.58,7.59,2.1, , ,30.84,1,47383, ,0.8,0.81,0.1, , , , , , , , , , ,1.3719512195122, ,4,21.8
River North,30.022421,-81.327722,GTMRNNUT,2018-11-07 10:15:00,WaterControl,River, , , ,29.1, , , ,6.3,8.7,2,2, , ,3.8,53.8,1,10,10, , , , , , , , , , , , , ,0.167,0.014,1.45,7.25,3.5, , ,28.19,1.1,43616, ,0.73,0.74,0.0712, , , , , , , , , , ,1.82926829268293, ,0.4,25
River North,30.022421,-81.327722,GTMRNNUT,2018-12-05 09:43:00,WaterControl,River, , , ,9.5, , , , , , , , , ,6.53,77.4, , , , , , , , , , , , , , , , , , , ,7.65, , , ,22.55,0.6,36014, , , , , , , , , , , , , , ,1.43256, ,5,17
River North,30.022421,-81.327722,GTMRNNUT,2019-01-22 11:30:00,WaterControl,River, , , ,13.05556, , , ,3,3.9,2,2, , ,8.2,89.7,0.81,10,18, , , , , , , , , , , , , ,0.082,0.016,1.49,7.87,2, , ,21.57,1,34316, ,0.52,0.54,0.0455, , , , , , , , , , ,1.8288, ,1.61,13.5
River North,30.022421,-81.327722,GTMRNNUT,2019-02-04 10:49:00,WaterControl,River, , , ,14.3, , , , , , , , , ,7.04,78.4, , , , , , , , , , , , , , , , , , , ,7.54, , , ,20.72,1,33064, , , , , , , , , , , , , , ,1.70688, ,1.6,14.4
River North,30.022421,-81.327722,GTMRNNUT,2019-03-04 10:00:00,WaterControl,River, , , ,21.27778, , , ,6.5,8.5,2,2, , ,5.77,72.3,0.77,41,81, , , , , , , , , , , , , ,0.116,0.014,1.48,7.36,2.9, , ,19.8,0.6,31125, ,0.61,0.62,0.0621, , , , , , , , , , ,1.66667, ,2.2352,20
River North,30.022421,-81.327722,GTMRNNUT,2019-04-02 10:32:00,WaterControl,River, , , ,14.2, , , ,7.3,9.1,2,2, , ,5.1,70.5,0.41,30,10, , , , , , , , , , , , , ,0.09,0.013,1.51,7.26,2.6, , ,27.08,0.8,42707, ,0.5,0.5,0.0572, , , , , , , , , , ,1.52439024390244, ,3.5,18.9
River North,30.022421,-81.327722,GTMRNNUT,2019-05-02 09:54:00,WaterControl,River, , , ,22.8888888888889, , , ,8.7,9.1,4,4, , ,5.57,78.3,0.74,10,9, , , , , , , , , , , , , ,0.045,0.01,1.68,7.69,4, , ,24.27,0.8,38888, ,1.09,1.1,0.0516, , , , , , , , , , ,1.28048780487805, ,1.87751452838623,25.9
River North,30.022421,-81.327722,GTMRNNUT,2019-06-03 11:25:00,WaterControl,River, , , ,30.7222222222222, , , ,22.7,25.6,5,5, , ,4.46,72.9,0.83,10,10, , , , , , , , , , , , , ,0.021,0.008,1.61,7.66,5, , ,37.56,0.5,56707, ,0.6,0.61,0.0784, , , , , , , , , , ,1.55487804878049, ,1.6092981671882,29.9
FDEP River 1,30.0168,-81.3276,GTMGR1NUT,2018-07-11 09:59:00,OpenWater,River, , ,116,28.8, , , ,12,14, , , , ,3.59,52.8,0.73,10,10, ,0.91, , , , , , , , , , , ,0.052,0.008, ,7.12,2.9, , ,21,1,33680, ,1, ,0.1, ,10,6.8, , , , , , ,12,1.43292682926829, ,4.7,29.5
FDEP River 1,30.0168,-81.3276,GTMGR1NUT,2018-08-08 08:21:00,OpenWater,River, , , ,28.5, , , ,12.7,15.7,2,2.5, , ,3.86,55.5,1.3,10,30, , , , , , , , , , , , , ,0.051,0.05,1.52,7.56,4.3, , ,15.99,0.6,26811, ,1.1,1.1,0.0788, , , , , , , , , , ,1.28048780487805, ,2.4,29.6
FDEP River 1,30.0168,-81.3276,GTMGR1NUT,2018-09-06 08:34:00,OpenWater,River,0.0039,0.008,117,28.2,1500,0.014,8e-04,5.7,7.9, , ,1300,0.0022,4.17,61.4,0.72,10,10,0.016,0.9,0.012,170,8400,140,8e-04,0.02,0.042,0.0055,0.004,0.002,0.008,0.11,0.014, ,7.41,3.4,0.004,0.002,21.83,0.6,34872,0.26,0.83, ,0.085,0.004,12,8.4, , , , , , ,9.5,1.49390243902439, ,3,29.2
FDEP River 1,30.0168,-81.3276,GTMGR1NUT,2018-10-22 09:37:00,OpenWater,River, , , ,24.1, , , ,4.4,5.7,2,2, , ,4.93,69.1,1.26,10,10, , , , , , , , , , , , , ,0.125,0.02,1.48,7.51,2, , ,30.96,1.1,47515, ,0.78,0.8,0.15, , , , , , , , , , ,1.70731707317073, ,4.1,22.6
FDEP River 1,30.0168,-81.3276,GTMGR1NUT,2018-11-07 11:05:00,OpenWater,River, , , ,28.3, , , ,6,7.8,1.5,1.5, , ,3.72,52.7,1.14,10,50, , , , , , , , , , , , , ,0.159,0.013,1.48,7.33,2.7, , ,28.92,1.1,44843, ,0.66,0.67,0.0698, , , , , , , , , , ,2.07317073170732, ,0.4,24.9
FDEP River 1,30.0168,-81.3276,GTMGR1NUT,2018-12-05 09:27:00,OpenWater,River, , ,114,10, , , ,4.1,5.1, , , , ,6.21,74.1,0.65,30,10, , , , , , , , , , , , , ,0.055,0.009, ,7.56,1.3, , ,24.72,0.9,38915, ,0.79, ,0.052, ,9,6.2, ,13000,22,0.93,1900,22900,8.8,1.73736, ,4.8,16.7
FDEP River 1,30.0168,-81.3276,GTMGR1NUT,2019-01-22 11:18:00,OpenWater,River, , , ,12.66667, , , ,4.1,5.3,1.4,1.4, , ,8.16,91,0.67,10,18, , , , , , , , , , , , , ,0.066,0.019,1.5,7.94,1.6, , ,22.86,1.1,36162, ,0.5,0.5,0.0441, , , , , , , , , , ,2.22504, ,1.34,13.9
FDEP River 1,30.0168,-81.3276,GTMGR1NUT,2019-02-04 10:34:00,OpenWater,River,0.0025,0.008,108,14.7, ,0.0089,8e-04, , , , , ,0.002,7.29,80.3,0.48, , ,0.016,0.76,0.0039, , , ,0.002,0.02,0.045,0.0058,0.004,0.002,0.008,0.055,0.011, ,7.55, ,0.004,0.002,20.7,1,33096,0.38,0.5, ,0.053,0.004,7,5.4, , , , , , ,8.7,1.85928, ,1.4,14.2
FDEP River 1,30.0168,-81.3276,GTMGR1NUT,2019-03-04 09:48:00,OpenWater,River, , , ,20.77778, , , ,4.9,6.7,2,2, , ,5.15,66,0.45,10,18, , , , , , , , , , , , , ,0.107,0.016,1.45,7.35,2.7, , ,21.22,0.55,33858, ,0.63,0.65,0.0567, , , , , , , , , , ,1.64592, ,3.26339,21.1
FDEP River 1,30.0168,-81.3276,GTMGR1NUT,2019-04-02 10:20:00,OpenWater,River, , , ,14.3, , , ,4.2,5.3,2,2, , ,6.09,75.9,0.53,20,10, , , , , , , , , , , , , ,0.079,0.011,1.51,7.32,2, , ,27.06,0.85,42052, ,0.5,0.5,0.0449, , , , , , , , , , ,1.92073170731707, ,2.8,18.6
FDEP River 1,30.0168,-81.3276,GTMGR1NUT,2019-05-02 09:42:00,OpenWater,River, , ,114,22.7777777777778, , , ,14,16, , , , ,4.86,70.4,1.1,31,7, ,1, , , , , , , , , , , ,0.014,0.004, ,7.59,2.2, , ,27.71,0.9,43109, ,1, ,0.051, ,14,7.1,55, , , , , ,18,1.64634146341463, ,2.72686633884667,26.1
FDEP River 1,30.0168,-81.3276,GTMGR1NUT,2019-06-03 11:16:00,OpenWater,River, , , ,30.4444444444444, , , ,11,12.7,3.4,3.4, , ,3.91,64.4,0.9,10,10, , , , , , , , , , , , , ,0.021,0.008,1.58,7.68,3.4, , ,37.7,0.8,56888, ,0.6,0.6,0.0664, , , , , , , , , , ,1.61585365853659, ,1.87751452838623,29.9
Guana River,29.998466,-81.326133,GTMGRNUT,2017-07-20 09:15:00,OpenWater,River, , , ,28, , , ,6,7.6,2,2, , ,1.34, , ,10,8, , , , , , , , , , , , , , ,0.016,1.51,7.27,2.2, , ,30.9,0.91,47692, ,0.83,0.85,0.0599, , , , , , , , , , , , ,1.4,30
Guana River,29.998466,-81.326133,GTMGRNUT,2017-08-03 08:39:00,OpenWater,River, , , ,29.2777777777778, , , ,4.5,6,3.4,3.4, , ,3.12,39.43, ,37,11, , , , , , , , , , , , , , ,0.032,1.46,6.87,3.4, , ,25.73,0.673,40341, ,0.89,0.92,0.0604, , , , , , , , , , , , ,5.81594,27.5
Guana River,29.998466,-81.326133,GTMGRNUT,2017-09-20 11:39:00,OpenWater,River, , , ,31.6111111111111, , , ,17,19,10,10, , ,3.15,41.66, ,5,40, , , , , , , , , , , , , , ,0.025,1.62,6.97,10, , ,16.09,0.353,26453, ,1.1,1.13,0.118, , , , , , , , , , , , ,4.02642,29.9
Guana River,29.998466,-81.326133,GTMGRNUT,2017-10-18 10:39:00,OpenWater,River, , , ,26.4, , , ,4,5.8,3.4,3.4, , ,5.91,74.9, ,52,150, , , , , , , , , , , , , , ,0.049,1.43,7.06,3.4, , ,22.03,0.31,35017, ,1.33,1.38,0.0878, , , , , , , , , , , , ,4,24.3
Guana River,29.998466,-81.326133,GTMGRNUT,2017-11-02 11:58:00,OpenWater,River, , , ,23.4, , , ,19,25,14,14, , ,5.92,72.2, ,41,46, , , , , , , , , , , , , , ,0.059,1.47,7.04,14, , ,15.1,0.15,24784, ,1.15,1.2,0.222, , , , , , , , , , , , ,2.6,21
Guana River,29.998466,-81.326133,GTMGRNUT,2017-12-13 12:04:00,OpenWater,River, , , ,19.1111111111111, , , ,7.2,8,4,4, , ,9.37,88.44,0.57,10,4, , , , , , , , , , , , , ,0.066,0.024,1.61,6.41,4, , ,16.55,0.372,26946, ,0.71,0.73,0.0654, , , , , , , , , , , , ,3.35535,13.2
Guana River,29.998466,-81.326133,GTMGRNUT,2018-01-17 10:22:00,OpenWater,River, , , ,15.2777777777778, , , ,3.6,3.6,2,2, , ,7.95,86,0.36,10,2, , , , , , , , , , , , , ,0.022,0.056,1.78,6.73,2, , ,26.16,1.4,40856, ,0.35,0.5,0.0376, , , , , , , , , , , , ,6.7107,11.6
Guana River,29.998466,-81.326133,GTMGRNUT,2018-02-14 08:57:00,OpenWater,River, , , ,16, , , ,5.3,6.4,1.5,1.5, , ,7.5,90.9,0.82,10,6, , , , , , , , , , , , , ,0.054,0.045,1.55,6.62,1.5, , ,25.57,0.9,39976, ,0.5,0.55,0.0488, , , , , , , , , , , , ,12.30295,17.2
Guana River,29.998466,-81.326133,GTMGRNUT,2018-03-28 08:29:00,OpenWater,River, , , ,19.2, , , ,4.6,5.5,1.4,1.4, , ,7.09,91.1,0.64,10,2, , , , , , , , , , , , , ,0.036,0.054,1.56,7.32,1.4, , ,31.73,1.3,48549, ,0.52,0.57,0.0294, , , , , , , , , , ,5.30487804878049, ,0,18.3
Guana River,29.998466,-81.326133,GTMGRNUT,2018-04-24 07:32:00,OpenWater,River, , , ,19.7, , , ,4.7,5.7,2.5,2.5, , ,5.87,78.6,0.48,10,10, , , , , , , , , , , , , ,0.064,0.05,1.54,6.96,2.5, , ,28.69,0.8,44381, ,0.5,0.5,0.0413, , , , , , , , , , ,4.39024390243902, ,1.5,21.7
Guana River,29.998466,-81.326133,GTMGRNUT,2018-05-30 11:09:00,OpenWater,River, , , ,26.8, , , ,9,10.4,2.3,2.3, , ,5.24,79,0.62,20,5, , , , , , , , , , , , , ,0.058,0.053,1.58,7.66,2.3, , ,33.13,1,50680, ,0.5,0.5,0.0431, , , , , , , , , , ,4.81707317073171, ,1,26.8
Guana River,29.998466,-81.326133,GTMGRNUT,2018-06-11 09:08:00,OpenWater,River, , , ,27.4, , , ,8.5,10.2,2.5,2.5, , ,4.34,62.9,0.84,10,10, , , , , , , , , , , , , ,0.106,0.048,1.55,7.46,2.5, , ,23.26,0.8,36884, ,0.91,0.95,0.0668, , , , , , , , , , ,4.17682926829268, ,1.1,27.9
Guana River,29.998466,-81.326133,GTMGRNUT,2018-07-11 09:35:00,OpenWater,River, , ,113,28, , , ,8.9,11, , , , ,4.21,62.6,0.59,10,10, ,0.94, , , , , , , , , , , ,0.03,0.011, ,7.15,3, , ,23.25,1,36909, ,0.75, ,0.082, ,12,7.9, , , , , , ,9.5,3.8109756097561, ,2.2,29.4
Guana River,29.998466,-81.326133,GTMGRNUT,2018-08-08 08:05:00,OpenWater,River, , , ,27.7, , , ,18,19.4,2.5,4.1, , ,4.54,64.7,1.17,10,10, , , , , , , , , , , , , ,0.078,0.05,1.66,7.54,2.5, , ,18.78,0.7,30501, ,1.01,1.04,0.0651, , , , , , , , , , ,4.20731707317073, ,1.5,30.2
Guana River,29.998466,-81.326133,GTMGRNUT,2018-09-06 08:11:00,OpenWater,River,0.0038,0.008,114,28.3,1500,0.014,8e-04,4.5,5.7, , ,1300,0.0034,4.73,70,0.61,10,10,0.016,0.92,0.012,170,8400,140,8e-04,0.02,0.05,0.0064,0.004,0.002,0.008,0.075,0.035, ,7.44,1.7,0.004,0.002,23.21,0.8,36840,0.22,0.61, ,0.076,0.004,10,7, , , , , , ,8.3,4.26829268292683, ,2.1,29.1
Guana River,29.998466,-81.326133,GTMGRNUT,2018-10-22 09:25:00,OpenWater,River, , , ,24.1, , , ,5.5,6.5,2,2, , ,5.21,75.9,0.79,10,10, , , , , , , , , , , , , ,0.083,0.026,1.57,7.71,2, , ,32.6,1.3,49812, ,0.89,0.91,0.05, , , , , , , , , , ,4.63414634146341, ,4.6,24.6
Guana River,29.998466,-81.326133,GTMGRNUT,2018-11-07 09:51:00,OpenWater,River, , , ,27.9, , , ,4,4.6,1.3,1.3, , ,5.79,84.3,0.91,10,10, , , , , , , , , , , , , ,0.065,0.016,1.6,7.71,1.3, , ,33.84,1.45,51496, ,0.14,0.5,0.0421, , , , , , , , , , ,5.18292682926829, ,0.6,24.2
Guana River,29.998466,-81.326133,GTMGRNUT,2018-12-05 09:06:00,OpenWater,River, , ,113,8.9, , , ,4.1,4.8, , , , ,6.63,83.1,0.46,10,10, , , , , , , , , , , , , ,0.03,0.012, ,7.72,0.92, , ,30.2,1.1,46448, ,0.53, ,0.048, ,8,5, ,16000,11,1.1,2300,28800,5.2,4.66344, ,5.5,17.4
Guana River,29.998466,-81.326133,GTMGRNUT,2019-01-22 11:00:00,OpenWater,River, , , ,11.94444, , , ,5.1,6.9,1,1.4, , ,8.23,96.6,0.44,10,9, , , , , , , , , , , , , ,0.038,0.1,1.47,8.07,2.5, , ,28.82,1.3,44634, ,1.03,0.5,0.05, , , , , , , , , , ,5.69976, ,2.503,14.4
Guana River,29.998466,-81.326133,GTMGRNUT,2019-02-04 10:10:00,OpenWater,River,0.0059,0.008,105,13.8, ,0.0087,8e-04, , , , , ,0.002,8.08,90.6,0.43, , ,0.016,0.83,0.0043, , , ,0.002,0.02,0.042,0.0067,0.004,0.002,0.008,0.03,0.012, ,7.66, ,0.004,0.002,23.74,1.3,37323,0.3,0.41, ,0.044,0.004,7,4, , , , , , ,7.9,4.99872, ,3.9,13.8
Guana River,29.998466,-81.326133,GTMGRNUT,2019-03-04 09:30:00,OpenWater,River, , , ,20.77778, , , ,4.7,5.2,2,2, , ,6.29,80.9,0.14,10,10, , , , , , , , , , , , , ,0.069,0.018,1.6,7.48,2, , ,24.69,0.875,38583, ,0.5,0.51,0.0372, , , , , , , , , , ,4.8768, ,3.12928,20.6
Guana River,29.998466,-81.326133,GTMGRNUT,2019-04-02 09:58:00,OpenWater,River, , , ,14.5, , , ,3.8,4.7,3.4,3.4, , ,6.55,83.6,0.77,10,10, , , , , , , , , , , , , ,0.049,0.01,1.54,7.4,3.4, , ,29.33,1.05,45233, ,0.55,0.56,0.0385, , , , , , , , , , ,5.03048780487805, ,2,18.9
Guana River,29.998466,-81.326133,GTMGRNUT,2019-05-02 09:25:00,OpenWater,River, , ,117,22.7777777777778, , , ,7.1,8.3, , , , ,5.56,82.1,0.37,10,2, ,1.1, , , , , , , , , , , ,0.008,0.004, ,7.77,1.6, , ,33.38,1.2,50886, ,0.45, ,0.047, ,16,5.1,69, , , , , ,3.6,4.84756097560976, ,3.62092087617345,25.9
Guana River,29.998466,-81.326133,GTMGRNUT,2019-06-03 11:02:00,OpenWater,River, , , ,35.2777777777778, , , ,5.7,6.5,4,4, , ,4.89,79.6,0.73,10,10, , , , , , , , , , , , , ,0.02,0.008,1.58,7.72,4, , ,37.91,0.9,57136, ,0.28,0.5,0.0406, , , , , , , , , , ,4.75609756097561, ,0.983459991059455,29.7
FDEP River 3,29.9921,-81.3214,GTMGR3NUT,2018-07-11 09:03:00,OpenWater,River, , ,115,27.1, , , ,8,9.7, , , , ,4.68,70.4,0.62,10,10, ,1, , , , , , , , , , , ,0.02,0.013, ,7.17,2.3, , ,24.86,1,39222, ,0.67, ,0.067, ,9,6, , , , , , ,8.4,3.04878048780488, ,3,29.2
FDEP River 3,29.9921,-81.3214,GTMGR3NUT,2018-08-08 07:50:00,OpenWater,River, , , ,27.7, , , ,10.7,12.2,2,2.2, , ,4.66,68.7,0.97,10,10, , , , , , , , , , , , , ,0.056,0.05,1.6,7.61,2, , ,19.93,0.8,31927, ,1.05,1.08,0.0586, , , , , , , , , , ,2.74390243902439, ,0.4,30.1
FDEP River 3,29.9921,-81.3214,GTMGR3NUT,2018-09-06 07:48:00,OpenWater,River,0.0037,0.008,114,28.6,1500,0.016,8e-04,4.4,5.4, , ,1300,0.0032,4.57,68.3,0.56,10,10,0.016,0.94,0.016,170,8400,140,8e-04,0.02,0.044,0.007,0.004,0.002,0.008,0.058,0.037, ,7.42,1.3,0.004,0.002,25.02,0.9,39340,0.22,0.49, ,0.069,0.004,10,6.3, , , , , , ,7.9,3.17073170731707, ,3.9,29
FDEP River 3,29.9921,-81.3214,GTMGR3NUT,2018-10-22 09:09:00,OpenWater,River, , , ,24.1, , , ,5.9,6.8,2,2, , ,5.17,74.6,0.83,10,10, , , , , , , , , , , , , ,0.066,0.023,1.59,7.81,2, , ,33.73,1.2,51376, ,0.5,0.5,0.05, , , , , , , , , , ,3.53658536585366, ,4,24.8
FDEP River 3,29.9921,-81.3214,GTMGR3NUT,2018-11-07 09:42:00,OpenWater,River, , , ,27.3, , , ,4.5,5.4,1.4,1.4, , ,5.89,85.1,0.99,10,10, , , , , , , , , , , , , ,0.061,0.015,1.56,7.74,1.4, , ,34.11,1.5,51887, ,0.5,0.05,0.0342, , , , , , , , , , ,3.8109756097561, ,0,24.3
FDEP River 3,29.9921,-81.3214,GTMGR3NUT,2018-12-05 08:42:00,OpenWater,River, , ,116,8.5, , , ,5.6,6.2, , , , ,6.81,87.8,0.44,10,9, , , , , , , , , , , , , ,0.017,0.012, ,7.81,0.73, , ,33.34,1.2,50713, ,0.42, ,0.039, ,10,4.1, ,18000,8.7,1.2,2600,31400,3.9,3.13914, ,5.5,18
FDEP River 3,29.9921,-81.3214,GTMGR3NUT,2019-01-22 10:41:00,OpenWater,River, , , ,11.88889, , , ,5.7,7.5,1,1.4, , ,8.12,97.3,0.55,10,10, , , , , , , , , , , , , ,0.041,0.05,1.48,8.11,2.7, , ,32.55,1.2,49751, ,0.58,0.63,0.05, , , , , , , , , , ,4.17576, ,2.50342,14.5
FDEP River 3,29.9921,-81.3214,GTMGR3NUT,2019-02-04 09:47:00,OpenWater,River,0.0023,0.008,108,13.8, ,0.0062,8e-04, , , , , ,0.002,7.9,89.8,0.36, , ,0.016,0.92,0.0031, , , ,0.002,0.02,0.029,0.005,0.004,0.002,0.008,0.019,0.008, ,7.72, ,0.004,0.002,26.29,1.4,40942,0.19,0.36, ,0.041,0.004,5,3, , , , , , ,6.2,3.44424, ,3,13.8
FDEP River 3,29.9921,-81.3214,GTMGR3NUT,2019-03-04 09:12:00,OpenWater,River, , , ,20.5556, , , ,4.4,5.1,2,2, , ,6.52,84.4,0.2,10,10, , , , , , , , , , , , , ,0.056,0.02,1.58,7.5,2, , ,27.22,0.95,42270, ,0.5,0.5,0.032, , , , , , , , , , ,3.048, ,1.87757,20.1
FDEP River 3,29.9921,-81.3214,GTMGR3NUT,2019-04-02 09:41:00,OpenWater,River, , , ,14.9, , , ,4.4,5.1,1.2,1.7, , ,6.65,85.6,0.42,10,10, , , , , , , , , , , , , ,0.042,0.01,1.59,7.5,1.2, , ,30.87,1.3,47338, ,0.5,0.5,0.0363, , , , , , , , , , ,3.53658536585366, , ,18.7
FDEP River 3,29.9921,-81.3214,GTMGR3NUT,2019-05-02 09:10:00,OpenWater,River, , ,119,25, , , ,6.5,7.1, , , , ,5.4,80.6,0.42,10,2, ,1.2, , , , , , , , , , , ,0.005,0.004, ,7.74,2.1, , ,34.96,1.2,53077, ,0.42, ,0.039, ,11,4.7,70, , , , , ,2.7,3.20121951219512, ,4.33616450603487,25.5
FDEP River 3,29.9921,-81.3214,GTMGR3NUT,2019-06-03 10:49:00,OpenWater,River, , , ,29.5, , , ,4.9,5.9,4,4, , ,4.98,79.7,0.55,10,10, , , , , , , , , , , , , ,0.018,0.008,1.55,7.46,4, , ,37.89,0.9,57119, ,0.4,0.5,0.0282, , , , , , , , , , ,3.23170731707317, ,1.43048725972284,29.3
